gene_symbol,hgnc_id,type,locus_type,JAX,MSK,NWU,UCSF,JAX_MorPhiC_Code,MSK_category,one2one_ortholog_hgnc,mgi_id,impc_viability,impc_phenotypes_homozygote,impc_phenotypes_heterozygote,impc_phenotypes_hemizygote,percentage_essential_all,mean_score_all,cellular_essential,omim,omim_name,dd,dd_name,dd_confidence_category,dd_allelic_requirement
PRDM13,HGNC:13998,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2448528,viable,increased spleen weight|abnormal spleen morphology,-,-,185.528.756.957.328,251.753.731.356.967,n,omim_disease,"CEREBELLAR DYSFUNCTION, IMPAIRED INTELLECTUAL DEVELOPMENT, AND HYPOGONADOTROPIC HYPOGONADISM|PONTOCEREBELLAR HYPOPLASIA, TYPE 17",dd,PRDM13-related olivopentocerebellar hypoplasia syndrome,moderate,biallelic_autosomal
PRDM14,HGNC:14001,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:3588194,subviable|viable,"defective growth and differentiation process|decreased bone mineral density|hyperactivity|abnormal bone structure|increased total body fat amount|osteopenia|impaired glucose tolerance|short tibia|hypoplasia|male infertility|decreased bone mineral content|female infertility|preweaning lethality, incomplete penetrance|decreased respiratory quotient|developmental and structural abnormality|abnormal eye anterior chamber depth|decreased lean body mass|increased effector memory T-helper cell number|abnormal rib morphology",-,-,371.057.513.914.657,-547.525.329.767.535,n,-,-,-,-,-,-
PRDM15,HGNC:13999,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1930121,subviable,"preweaning lethality, incomplete penetrance",thick ventricular wall|increased heart left ventricle size,-,185.528.756.957.328,228.639.370.971.294,n,-,-,dd,PRDM15-related renal and neurodevelopmental disorder,limited,biallelic_autosomal
RB1,HGNC:9884,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:97874,-,-,-,-,0,128.398.353.216.156,n,omim_disease,BLADDER CANCER|OSTEOGENIC SARCOMA|RETINOBLASTOMA,-,-,-,-
RBBP4,HGNC:9887,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1194912,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to organogenesis|prenatal lethality prior to heart atrial septation",small liver|enlarged kidney|abnormal liver morphology|abnormal eye morphology|abnormal bone structure|increased bone mineral content|increased body length|abnormal gallbladder morphology|enlarged spleen|abnormal kidney morphology|abnormal spleen morphology,-,993.506.493.506.494,-128.877.765.228.804,y,-,-,-,-,-,-
RBBP7,HGNC:9890,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1194910,-,-,-,-,510.204.081.632.653,-103.114.588.294.166,n,-,-,-,-,-,-
RCOR1,HGNC:17441,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:106340,-,-,-,-,260.667.903.525.046,-364.952.767.743.132,n,-,-,-,-,-,-
RFX2,HGNC:9983,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:106583,-,-,-,-,371.057.513.914.657,-591.279.101.329.536,n,-,-,-,-,-,-
RFX5,HGNC:9986,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1858421,-,-,-,-,408.163.265.306.122,-222.469.492.940.898,n,omim_disease,"BARE LYMPHOCYTE SYNDROME, TYPE II",-,-,-,-
RFX7,HGNC:25777,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2442675,subviable,"preweaning lethality, incomplete penetrance",decreased locomotor activity|decreased fasting circulating glucose level|abnormal retina morphology|decreased thigmotaxis,-,NA,NA,-,-,-,-,-,-,-
RFX8,HGNC:37253,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:3588206,viable,male infertility|female infertility,-,-,927.643.784.786.642,-853.429.645.626.347,n,-,-,-,-,-,-
RUVBL1,HGNC:10474,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1928760,-,-,increased blood urea nitrogen level|increased circulating creatinine level|increased mean corpuscular hemoglobin concentration|increased mean corpuscular volume,-,100,-202.574.853.878.093,y,-,-,-,-,-,-
RUVBL2,HGNC:10475,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1342299,-,-,-,-,100,-182.036.022.289.594,y,-,-,-,-,-,-
SALL2,HGNC:10526,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1354373,-,-,-,-,927.643.784.786.642,-617.515.447.269.966,n,omim_disease,"COLOBOMA, OCULAR, AUTOSOMAL RECESSIVE",-,-,-,-
SF3B1,HGNC:10768,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1932339,-,-,-,-,998.144.712.430.427,-168.535.297.081.997,y,omim_disease,MYELODYSPLASTIC SYNDROME,-,-,-,-
SFMBT1,HGNC:20255,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1859609,subviable,"preweaning lethality, incomplete penetrance",-,-,371.057.513.914.657,-175.952.268.811.664,n,-,-,-,-,-,-
SIRT7,HGNC:14935,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2385849,-,-,-,-,204.081.632.653.061,-146.175.659.193.002,n,-,-,-,-,-,-
SIX4,HGNC:10890,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:106034,-,-,-,-,185.528.756.957.328,-278.941.469.355.548,n,-,-,-,-,-,-
SIX5,HGNC:10891,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:106220,-,-,-,-,0,-841.472.525.977.183,n,omim_disease,BRANCHIOOTORENAL SYNDROME 2,dd,BRANCHIOOTORENAL SYNDROME TYPE 2,definitive,monoallelic_autosomal
SIX6,HGNC:10892,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1341840,-,-,-,-,0,-628.087.320.636.719,n,omim_disease,OPTIC DISC ANOMALIES WITH RETINAL AND/OR MACULAR DYSTROPHY,dd,"MICROPHTHALMIA, ISOLATED, WITH CATARACT 2",limited,monoallelic_autosomal
SMAD3,HGNC:6769,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1201674,-,-,decreased lymphocyte cell number|decreased circulating alkaline phosphatase level|decreased exploration in new environment,-,927.643.784.786.642,-446.213.729.787.537,n,omim_disease,LOEYS-DIETZ SYNDROME 3,dd,SMAD3-RELATED LOEYS-DIETZ SYNDROME,definitive,monoallelic_autosomal
SMAD9,HGNC:6774,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1859993,-,-,-,-,0,-170.805.897.228.196,n,omim_disease,"PULMONARY HYPERTENSION, PRIMARY, 2",-,-,-,-
SMARCA1,HGNC:11097,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1935127,-,-,-,-,927.643.784.786.642,211.763.056.678.246,n,-,-,-,-,-,-
SMARCA4,HGNC:11100,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:88192,-,-,-,-,310.760.667.903.525,-368.255.369.718.951,n,omim_disease,COFFIN-SIRIS SYNDROME 4|RHABDOID TUMOR PREDISPOSITION SYNDROME 2,dd,COFFIN SIRIS|RHABDOID TUMOR PREDISPOSITION SYNDROME 2,definitive|definitive,monoallelic_autosomal|monoallelic_autosomal
SMARCA5,HGNC:11101,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1935129,-,-,-,-,464.749.536.178.108,-489.818.657.252.115,n,-,-,-,-,-,-
SMARCB1,HGNC:11103,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1328366,lethal,"preweaning lethality, complete penetrance|embryonic lethality prior to organogenesis",decreased prepulse inhibition|abnormal skin coloration|increased cornea thickness|abnormal eye anterior chamber depth|abnormal coat appearance,-,774.582.560.296.846,-73.896.012.733.166,y,omim_disease,COFFIN-SIRIS SYNDROME 3|RHABDOID TUMOR PREDISPOSITION SYNDROME 1|SCHWANNOMATOSIS 1,dd,RHABDOID PREDISPOSITION SYNDROME 1|EHMT1-like SYNDROME,definitive|definitive,monoallelic_autosomal|monoallelic_autosomal
SMARCC1,HGNC:11104,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1203524,-,-,-,-,510.204.081.632.653,-197.742.927.858.146,n,-,-,-,-,-,-
SMARCD1,HGNC:11106,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1933623,-,-,-,-,123.376.623.376.623,-21.703.389.828.455,n,omim_disease,COFFIN-SIRIS SYNDROME 11,dd,SYNDROMIC INTELLECTUAL DISABILITY,strong,monoallelic_autosomal
SMARCD2,HGNC:11107,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1933621,subviable,"edema|preweaning lethality, incomplete penetrance",edema|increased mean corpuscular volume|decreased prepulse inhibition,-,194.805.194.805.195,-173.881.028.745.293,n,omim_disease,SPECIFIC GRANULE DEFICIENCY 2,-,-,-,-
SMARCE1,HGNC:11109,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1927347,-,-,decreased mean corpuscular hemoglobin|decreased mean corpuscular volume|decreased locomotor activity,-,894.248.608.534.323,-947.468.630.647.239,y,omim_disease,"COFFIN-SIRIS SYNDROME 5|MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO",dd,COFFIN SIRIS,strong,monoallelic_autosomal
SNAI3,HGNC:18411,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1353563,subviable,"preweaning lethality, incomplete penetrance",-,-,185.528.756.957.328,-577.315.287.501.945,n,-,-,-,-,-,-
SOX8,HGNC:11203,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:98370,-,-,-,-,185.528.756.957.328,302.260.205.902.006,n,-,-,-,-,-,-
SOX12,HGNC:11198,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:98360,-,-,-,-,278.293.135.435.993,505.152.826.530.673,n,-,-,-,-,-,-
SOX13,HGNC:11192,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:98361,-,long tibia|increased startle reflex|abnormal tail movements|increased mean corpuscular volume|increased mean corpuscular hemoglobin concentration|decreased erythrocyte cell number,-,-,0,108.938.582.779.463,n,-,-,-,-,-,-
SOX14,HGNC:11193,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:98362,viable,decreased thigmotaxis|limb grasping|abnormal behavior|hyperactivity|enlarged thymus|abnormal gait|increased freezing behavior|increased airway resistance|increased lung tissue damping|abnormal snout morphology|trunk curl|decreased locomotor activity|increased grip strength|abnormal thymus morphology|abnormal lymph node morphology|microphthalmia|increased aggression|small kidney|abnormal vocalization|decreased startle reflex|abnormal skin morphology|abnormal eye morphology|abnormal spleen morphology|enlarged lymph nodes|male infertility|small seminal vesicle|decreased body weight|abnormal seminal vesicle morphology,enlarged heart|increased lung tissue damping|abnormal spleen morphology|abnormal thymus morphology|abnormal heart morphology|increased prepulse inhibition|enlarged thymus|abnormal auditory brainstem response|microphthalmia|small kidney|abnormal eye morphology|small heart,-,927.643.784.786.642,241.869.539.476.753,n,-,-,-,-,-,-
SOX15,HGNC:11196,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:98363,-,-,-,-,250.463.821.892.393,-220.537.327.743.708,n,-,-,-,-,-,-
SOX30,HGNC:30635,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1341157,viable,abnormal retina inner nuclear layer morphology|persistence of hyaloid vascular system|increased fasting circulating glucose level,-,-,204.081.632.653.061,-226.664.612.695.224,n,-,-,-,-,-,-
SP5,HGNC:14529,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1927715,viable,increased vertical activity|decreased fasting circulating glucose level|increased grip strength|hyperactivity,-,-,185.528.756.957.328,-651.999.601.439.676,n,-,-,-,-,-,-
SP6,HGNC:14530,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1932575,-,-,-,-,278.293.135.435.993,-115.543.905.721.156,n,omim_disease,"AMELOGENESIS IMPERFECTA, TYPE IK",-,-,-,-
SP9,HGNC:30690,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:3574660,-,-,-,-,148.423.005.565.863,-106.893.101.756.369,n,-,-,-,-,-,-
SP100,HGNC:11206,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:109561,-,-,-,-,0,756.190.219.007.863,n,-,-,-,-,-,-
SP110,HGNC:5401,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1923364,-,-,-,-,649.350.649.350.649,-265.300.803.636.445,n,omim_disease,"HEPATIC VENOOCCLUSIVE DISEASE WITH IMMUNODEFICIENCY|MYCOBACTERIUM TUBERCULOSIS, SUSCEPTIBILITY TO",-,-,-,-
SP140,HGNC:17133,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,0,819.468.141.516.167,n,-,-,-,-,-,-
SP140L,HGNC:25105,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,0,966.859.503.192.975,n,-,-,-,-,-,-
SPIB,HGNC:11242,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:892986,-,-,-,-,185.528.756.957.328,344.966.581.266.375,n,-,-,-,-,-,-
SRCAP,HGNC:16974,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2444036,-,-,abnormal hair growth|thrombocytopenia,-,99.443.413.729.128,-11.519.032.590.407,y,omim_disease,"DEVELOPMENTAL DELAY, HYPOTONIA, MUSCULOSKELETAL DEFECTS, AND BEHAVIORAL ABNORMALITIES|FLOATING-HARBOR SYNDROME",dd,FLOATING-HARBOR SYNDROME|SRCAP-related Neurodevelopmental Disorder,definitive|strong,monoallelic_autosomal|monoallelic_autosomal
SRY,HGNC:11311,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:98660,-,-,-,-,NA,NA,-,omim_disease,"46,XX SEX REVERSAL 1|46,XY SEX REVERSAL 1",dd,46XY SEX REVERSAL 1,definitive,monoallelic_X_hem
SS18L1,HGNC:15592,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2444061,-,-,-,-,0,-258.492.761.060.495,n,-,-,-,-,-,-
SSRP1,HGNC:11327,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:107912,-,-,-,-,100,-146.663.554.293.619,y,-,-,-,-,-,-
STAT2,HGNC:11363,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:103039,-,-,-,-,742.115.027.829.314,-929.992.882.331.133,n,omim_disease,IMMUNODEFICIENCY 44|PSEUDO-TORCH SYNDROME 3,dd,Viral induced severe multiorgan dysfunction associated with impaired mitochondrial fission|Recessive gain of function causing increased interferon signalling,limited|limited,biallelic_autosomal|biallelic_autosomal
STAT4,HGNC:11365,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:103062,viable,abnormal kidney morphology|corneal opacity|small kidney,-,-,0,244.002.772.610.376,n,omim_disease,"SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO, 11",-,-,-,-
STAT6,HGNC:11368,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:103034,-,-,-,-,371.057.513.914.657,-10.826.562.895.859,n,-,-,-,-,-,-
SUPT16H,HGNC:11465,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1890948,-,-,-,-,100,-183.150.086.113.057,y,omim_disease,NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES AND THIN CORPUS CALLOSUM,dd,SUPT16H-related neurodevelopmental disorder,limited,monoallelic_autosomal
TBX19,HGNC:11596,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1891158,-,-,-,-,0,-160.408.114.527.656,n,omim_disease,"ACTH DEFICIENCY, ISOLATED",-,-,-,-
TBX21,HGNC:11599,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1888984,-,-,-,-,463.821.892.393.321,-102.440.952.540.656,n,omim_disease,"IMMUNODEFICIENCY 88|ASTHMA, NASAL POLYPS, AND ASPIRIN INTOLERANCE",-,-,-,-
TCF7,HGNC:11639,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:98507,-,-,-,-,241.187.384.044.527,-244.074.505.901.831,n,-,-,-,-,-,-
TCF20,HGNC:11631,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:108399,-,decreased lean body mass|increased total body fat amount|decreased bone mineral content|increased circulating alkaline phosphatase level|decreased body length|increased circulating insulin level|increased circulating creatine kinase level|increased circulating aspartate transaminase level,-,-,927.643.784.786.642,-39.520.328.234.552,n,omim_disease,DEVELOPMENTAL DELAY WITH VARIABLE INTELLECTUAL IMPAIRMENT AND BEHAVIORAL ABNORMALITIES,dd,TCF20 syndrome,definitive,monoallelic_autosomal
TCF23,HGNC:18602,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1934960,viable,-,-,-,0,825.677.583.478.797,n,-,-,-,-,-,-
TCF24,HGNC:32275,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:3780500,-,-,-,-,0,452.466.510.491.873,n,-,-,-,-,-,-
TCFL5,HGNC:11646,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2672878,-,-,-,-,12.987.012.987.013,-913.480.456.315.797,n,-,-,-,-,-,-
TEAD3,HGNC:11716,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:109241,viable,decreased bone trabecula number|decreased circulating serum albumin level|increased circulating creatinine level|increased circulating magnesium level|increased bone trabecular spacing,-,-,862.708.719.851.577,-293.417.703.040.244,n,-,-,-,-,-,-
TFAP2D,HGNC:15581,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2153466,-,-,-,-,927.643.784.786.642,-164.091.112.190.782,n,-,-,-,-,-,-
TFAP2E,HGNC:30774,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2679630,-,-,-,-,185.528.756.957.328,-529.126.078.459.014,n,-,-,-,-,-,-
TFCP2,HGNC:11748,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:98509,-,-,-,-,0,210.265.881.758.972,n,-,-,-,-,-,-
TFDP2,HGNC:11751,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:107167,-,-,-,-,278.293.135.435.993,-723.874.215.580.574,n,-,-,-,-,-,-
TFDP3,HGNC:24603,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,0,259.534.580.669.303,n,-,-,-,-,-,-
TFE3,HGNC:11752,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:98511,-,-,-,-,0,366.878.291.363.811,n,omim_disease,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, WITH PIGMENTARY MOSAICISM AND COARSE FACIES|RENAL CELL CARCINOMA, Xp11-ASSOCIATED",dd,Intellectual disability with pigmentary mosaicism and storage disorder|TFE3-related intellectual disability with pigmentary mosaicism,definitive|definitive,monoallelic_X_het|monoallelic_X_hem
TFEC,HGNC:11754,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1333760,viable,increased circulating cholesterol level|increased circulating alanine transaminase level,-,-,0,144.216.106.524.456,n,-,-,-,-,-,-
TFPT,HGNC:13630,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1916964,-,-,-,-,547.309.833.024.119,-182.014.603.389.081,n,-,-,-,-,-,-
THAP1,HGNC:20856,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1921004,lethal,"embryonic growth retardation|preweaning lethality, complete penetrance|embryonic lethality prior to tooth bud stage",abnormal cornea morphology|increased grip strength,-,87.847.866.419.295,-123.444.409.365.683,y,omim_disease,"DYSTONIA 6, TORSION",dd,"DYSTONIA 6, TORSION",strong,monoallelic_autosomal
THAP2,HGNC:20854,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1914066,-,-,-,-,0,319.145.235.433.461,n,-,-,-,-,-,-
THAP3,HGNC:20855,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1917126,-,-,-,-,23.191.094.619.666,-171.504.469.329.065,n,-,-,-,-,-,-
THAP4,HGNC:23187,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1914276,-,-,-,-,0,788.146.695.124.305,n,-,-,-,-,-,-
THAP5,HGNC:23188,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,319.109.461.966.605,-42.747.631.682.073,n,-,-,-,-,-,-
THAP6,HGNC:23189,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,556.586.270.871.985,-5.390.744.510.371,n,-,-,-,-,-,-
THAP7,HGNC:23190,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1916259,viable,-,-,-,213.358.070.500.928,-132.448.113.711.956,n,-,-,-,-,-,-
THAP8,HGNC:23191,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,927.643.784.786.642,259.544.632.856.997,n,-,-,-,-,-,-
THAP9,HGNC:23192,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,0,-221.167.519.380.887,n,-,-,-,-,-,-
THAP10,HGNC:23193,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,-,-,-,-,-,-,0,235.911.201.096.657,n,-,-,-,-,-,-
THAP12,HGNC:9440,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1920231,lethal,"preweaning lethality, complete penetrance",-,-,347.866.419.294.991,-422.594.266.913.628,n,-,-,-,-,-,-
TLX1,HGNC:5056,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:98769,-,-,-,-,0,556.073.131.038.729,n,-,-,-,-,-,-
TRRAP,HGNC:12347,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2153272,lethal,"preweaning lethality, complete penetrance",increased mean corpuscular hemoglobin|abnormal behavior|abnormal cornea morphology|increased circulating magnesium level|increased mean corpuscular volume,-,998.144.712.430.427,-153.169.924.567.709,y,omim_disease,"DEAFNESS, AUTOSOMAL DOMINANT 75|DEVELOPMENTAL DELAY WITH OR WITHOUT DYSMORPHIC FACIES AND AUTISM",dd,Autism and Syndromic Intellectual Disability,strong,monoallelic_autosomal
YEATS4,HGNC:24859,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:1927224,-,-,-,-,88.682.745.825.603,-777.952.857.666.964,y,-,-,-,-,-,-
ZFHX2,HGNC:20152,approved_symbol,gene_with_protein_product,-,-,-,UCSF,-,-,y,MGI:2686934,-,abnormal vertebral arch morphology|hyperactivity|abnormal epididymis morphology|decreased thigmotaxis|decreased anxiety-related response,-,-,185.528.756.957.328,-838.329.697.790.337,n,omim_disease,MARSILI SYNDROME,-,-,-,-
